,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
2077,Lt. Col. (R) Dr. M. Ali Yasser,Dentist,BDS,27.0,1000.0,Under 15 Min,75.0,99,Karachi
2078,Dr. Ashtiaq Sultan,Dentist,MBBS,12.0,1000.0,Under 15 Min,39.0,100,Karachi
2079,Dr. Hafiz Muhammad Abdullah,Dentist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Karachi
2080,Dr. Ammar Aslam,Dentist,MBBS,8.0,1000.0,15 - 30 Min,267.0,100,Karachi
2081,Dr. Fatima Tuz Zahra,Dentist,MBBS,15.0,3000.0,15 - 30 Min,4.0,83,Karachi
2082,Dr. Aqsa Munawar,Dentist,BDS,8.0,1000.0,15 - 30 Min,48.0,87,Karachi
2083,Dr. Abu Bakar Sheikh,Dentist,MBBS,4.0,3000.0,15 - 30 Min,378.0,100,Karachi
2084,Dr. Asma Mumtaz,Dentist,MBBS,6.0,300.0,Under 15 Min,21.0,100,Karachi
2085,Dr. Aini Hassan,Dentist,MBBS,5.0,2000.0,Under 15 Min,28.0,100,Karachi
2086,Dr. Faiza Rehman,Dentist,MBBS,8.0,1000.0,Under 15 Min,71.0,100,Karachi
2087,Dr. Muhammad Shoaib Ahmed,Dentist,BDS (GOLD MEDALIST),12.0,1000.0,15 - 30 Min,8.0,89,Karachi
2088,Dr. Sajida Ali,Dentist,MBBS,4.0,1000.0,Under 15 Min,3.0,75,Karachi
2089,Dr. Komal Mehbariz,Dentist,MBBS,5.0,1500.0,Under 15 Min,100.0,50,Karachi
2090,Dr. Danish Altaf,Dentist,MBBS,9.0,2000.0,Under 15 Min,22.0,96,Karachi
2091,Dr. Zain Akram,Dentist,BDS,9.0,4000.0,15 - 30 Min,596.0,96,Karachi
2092,Dr. M. Sohail Saeed,Dentist,BDS (Gold Medalist),32.0,1500.0,Under 15 Min,81.0,99,Karachi
2093,Dr. Hina Naeem,Dentist,MBBS,6.0,1000.0,Under 15 Min,3.0,100,Karachi
2094,Dr. Bilal Shahid,Dentist,BDS,11.0,1000.0,Under 15 Min,19.0,100,Karachi
2095,Dr. Mehwish Tariq,Dentist,MBBS,11.0,1000.0,15 - 30 Min,596.0,100,Karachi
2096,Dr. Muhammad Nabeel Asghar,Dentist,MBBS,4.0,1000.0,Under 15 Min,21.0,100,Karachi
2097,Dr. Salah Ud Din,Dentist,BDS,4.0,300.0,Under 15 Min,1083.0,100,Karachi
2098,Dr. H. M. Mobin Riaz,Dentist,MBBS,7.0,1000.0,Under 15 Min,950.0,97,Karachi
2099,Dr. Noman Ali,Dentist,MBBS,6.0,1000.0,Under 15 Min,294.0,100,Karachi
2100,Dr. Maham Khan,Dentist,MBBS,4.0,300.0,Under 15 Min,1254.0,98,Karachi
2101,Dr. Syed Moiz Ali,Dentist,MBBS,5.0,1000.0,Under 15 Min,4.0,100,Karachi
2102,Dr. Faizan Nasir Virk,Dentist,MBBS,9.0,800.0,Under 15 Min,1393.0,100,Karachi
2103,Dr. Attique ur Rehman,Dentist,MBBS,12.0,3000.0,Under 15 Min,13.0,83,Karachi
2104,Dr. Maham Latif Rana,Dentist,BDS,12.0,2000.0,15 - 30 Min,596.0,83,Karachi
2105,Dr. Hira Sabeen,Dentist,BDS,12.0,1000.0,15 - 30 Min,596.0,83,Karachi
2106,Dr. Sana Naeem,Dentist,MBBS,7.0,1500.0,15 - 30 Min,11.0,100,Karachi
2107,Dr. Shoaib Zuberi,Dentist,MBBS,7.0,2000.0,15 - 30 Min,596.0,100,Karachi
2108,Dr. Zuhaib Farooq,Dentist,BDS,12.0,2000.0,15 - 30 Min,3.0,100,Karachi
2109,Dr. Hassan Nawaz,Dentist,MBBS,3.0,1000.0,Under 15 Min,309.0,98,Karachi
2110,Dr. Syed Mubashir Hussain,Dentist,BDS (Gold Medalist),7.0,1000.0,15 - 30 Min,14.0,100,Karachi
2111,Dr. Imran Zia,Dentist,BDS,23.0,1000.0,Under 15 Min,148.0,98,Karachi
2112,Dr. Osama Shoukat,Dentist,MBBS,7.0,1500.0,15 - 30 Min,37.0,100,Karachi
2113,Dr. Hurria Shafi,Dentist,BDS (Gold Medalist),3.0,1000.0,15 - 30 Min,5.0,100,Karachi
2114,Assist. Prof. Dr. Ijaz Ur Rehman,Dentist,BDS,16.0,1500.0,Under 15 Min,457.0,99,Karachi
2115,Dr. Sarfaraz Mirbaher,Dentist,MBBS,16.0,1000.0,15 - 30 Min,596.0,99,Karachi
2116,Dr. Ummer Amin,Dentist,MBBS,8.0,1000.0,Under 15 Min,4.0,100,Karachi
2117,Dr. Ahmed Ammar Shamsi,Dentist,MBBS,14.0,1000.0,Under 15 Min,21.0,91,Karachi
2118,Dr. Aqsa Khawar,Dentist,MBBS,8.0,1000.0,Under 15 Min,70.0,94,Karachi
2119,Dr. Ahmad Abdul Haseeb,Dentist,BDS,11.0,2000.0,Under 15 Min,12.0,100,Karachi
2120,Dr. Muhammad Awais,Dentist,MBBS,5.0,1000.0,Under 15 Min,7.0,100,Karachi
2121,Dr. Tabinda Jamshaid,Dentist,MBBS,24.0,1000.0,Under 15 Min,57.0,94,Karachi
2122,Dr. Saadat Ali,Dentist,BDS,15.0,1000.0,Under 15 Min,85.0,100,Karachi
2123,Dr. Hira Anees,Dentist,BDS (Gold Medalist),10.0,1000.0,Under 15 Min,534.0,98,Karachi
2124,Dr. Taha Sami,Dentist,MBBS,4.0,1000.0,15 - 30 Min,12.0,92,Karachi
2125,Dr. Anum Mehmood,Dentist,BDS,8.0,2500.0,Under 15 Min,2.0,100,Karachi
2126,Dr. Sidra Jamil,Dentist,BDS,10.0,1000.0,Under 15 Min,318.0,100,Karachi
2127,Dr. Mehak Babar,Dentist,BDS,10.0,2500.0,15 - 30 Min,596.0,100,Karachi
2128,Dr. Nomair Kamal Kazi,Dentist,BDS,13.0,2000.0,Under 15 Min,71.0,100,Karachi
2129,Dr. Aneeqa Yaqub,Dentist,MBBS,10.0,2000.0,15 - 30 Min,48.0,100,Karachi
2130,Dr. Amna Kamran,Dentist,BDS,4.0,500.0,Under 15 Min,13.0,100,Karachi
2131,Dr. Zia Ur Rehman,Dentist,MBBS,4.0,2500.0,15 - 30 Min,596.0,100,Karachi
2132,Dr. Khadija Hammad,Dentist,MBBS,5.0,1000.0,Under 15 Min,379.0,100,Karachi
2133,Dr. Asra Naseem,Dentist,BDS,5.0,1000.0,15 - 30 Min,596.0,100,Karachi
2134,Prof. Dr. Fareeha Bokhari,Dentist,MBBS,20.0,3000.0,Under 15 Min,328.0,100,Karachi
2135,Dr. Ahmad Liaquat,Dentist,FFDRCS(Ireland),10.0,1500.0,Under 15 Min,174.0,93,Karachi
2136,Assoc. Prof. Dr. Ali Raza Jafri,Dentist,M.Orth RCSEd (U.K),15.0,1500.0,Under 15 Min,840.0,100,Karachi
2137,Assist. Prof. Dr. Muhammad Azeem,Dentist,BDS,12.0,1200.0,Under 15 Min,27.0,100,Karachi
2138,Dr. Muhammad Ayyaz Butt,Dentist,MBBS,7.0,1000.0,Under 15 Min,464.0,91,Karachi
2139,Dr. Umm-E-Aiman,Dentist,MBBS,5.0,1000.0,Under 15 Min,72.0,100,Karachi
2140,Dr. Ali Saeed Sethi,Dentist,BDS,8.0,1000.0,Under 15 Min,133.0,98,Karachi
2141,Dr. Yasir Mahmood,Dentist,MBBS,5.0,1000.0,Under 15 Min,120.0,92,Karachi
2142,Dr. Mujahid Rehman,Dentist,MBBS,5.0,1000.0,15 - 30 Min,30.0,100,Karachi
2143,Dr. Kinza Bajwa,Dentist,BDS,4.0,500.0,Under 15 Min,99.0,80,Karachi
2144,Dr. Haroon Bin Aslam,Dentist,MBBS,2.0,1000.0,Under 15 Min,3.0,100,Karachi
2145,Dr. Zeeshan Tahir,Dentist,BDS(UCMD),5.0,1000.0,Under 15 Min,1.0,100,Karachi
2146,Dr. Muneeba Adnan,Dentist,MBBS,9.0,1000.0,Under 15 Min,144.0,98,Karachi
2147,Dr. Rehan Hamid,Dentist,MBBS,6.0,1000.0,Under 15 Min,236.0,100,Karachi
2148,Dr. Naauman Zaheer,Dentist,MBBS,13.0,2000.0,Under 15 Min,32.0,100,Karachi
2149,Dr. Farman Ul Haq,Dentist,BDS,11.0,3000.0,Under 15 Min,7.0,100,Karachi
2150,Dr. Bushra Tariq,Dentist,MBBS,11.0,1000.0,15 - 30 Min,596.0,100,Karachi
2151,Dr. Husnain Akram Tahir,Dentist,MBBS,8.0,1000.0,Under 15 Min,17.0,94,Karachi
2152,Dr. Shahroz Asad Khan,Dentist,BDS,8.0,500.0,15 - 30 Min,596.0,94,Karachi
2153,Dr. Muhammad Hassaan Rasheed,Dentist,MBBS,6.0,1000.0,Under 15 Min,89.0,100,Karachi
2154,Dr. Aashfa Nasir,Dentist,BDS,25.0,1000.0,Under 15 Min,202.0,99,Islamabad
2155,Dr. Zeeshan Baig,Dentist,MBBS,12.0,1500.0,15 - 30 Min,33.0,100,Islamabad
2156,Prof. Dr. Owais Khalid Durrani,Dentist,Bachelor of Dental Surgery (BDS),18.0,2500.0,Under 15 Min,229.0,98,Islamabad
2157,Dr. Sadia Khalid,Dentist,MBBS,15.0,3000.0,15 - 30 Min,7.0,100,Islamabad
2158,Dr. Zain Ahmad Qureshi,Dentist,MBBS,5.0,1000.0,Under 15 Min,180.0,99,Islamabad
2159,Dr. Hissam Ayub Khan,Dentist,BDS,13.0,2000.0,Under 15 Min,227.0,100,Islamabad
2160,Dr. Kiran Haseeb,Dentist,BDS,7.0,2000.0,15 - 30 Min,5.0,100,Islamabad
2161,Dr. Afeef Umer Zia,Dentist,BDS,14.0,3000.0,Under 15 Min,5.0,100,Islamabad
2162,Dr. Ayesha Khan,Dentist,BDS,15.0,1000.0,Under 15 Min,540.0,100,Islamabad
2163,Dr. Madiha Akhwand,Dentist,MBBS,10.0,1500.0,Under 15 Min,6.0,80,Islamabad
2164,Dr. Madiha Parvez Sheikh,Dentist,BDS,12.0,1000.0,15 - 30 Min,1.0,100,Islamabad
2165,Dr. Khadeejah Qureshi,Dentist,BDS,7.0,2000.0,15 - 30 Min,9.0,100,Islamabad
2166,Dr. Moniza Abedi Sohail,Dentist,MBBS,27.0,2500.0,Under 15 Min,7.0,100,Islamabad
2167,Dr. Hashim Kiani,Dentist,BDS,27.0,1000.0,15 - 30 Min,596.0,100,Islamabad
2168,Dr. Maryam Tariq,Dentist,BDS,2.0,500.0,Under 15 Min,2.0,100,Islamabad
2169,Dr. Nauman Arshad,Dentist,MBBS,6.0,1000.0,Under 15 Min,29.0,100,Islamabad
2170,Dr. Muhammad Adnan Asif Raja,Dentist,MBBS,17.0,1500.0,15 - 30 Min,1.0,100,Islamabad
2171,Dr. Arsalan Amin,Dentist,BDS,3.0,1000.0,Under 15 Min,17.0,100,Islamabad
2172,Dr. Amir Habib,Dentist,BDS,6.0,1000.0,Under 15 Min,9.0,100,Islamabad
2173,Dr. Ahsan Rush,Dentist,MBBS,11.0,2500.0,Under 15 Min,48.0,100,Islamabad
2174,Dr. Sadia Falak,Dentist,MBBS,2.0,1500.0,Under 15 Min,5.0,100,Islamabad
2175,Dr. Usman Sheikh,Dentist,BDS,2.0,1000.0,15 - 30 Min,596.0,100,Islamabad
2176,Dr. Mahnoor Sohail,Dentist,BDS,4.0,750.0,Under 15 Min,10.0,100,Islamabad
2177,Prof. Dr. Syed Gulzar Ali Bukhari,Dentist,BDS,29.0,1500.0,Under 15 Min,66.0,99,Islamabad
2178,Prof. Dr. Umar Farooq Marwat,Dentist,MBBS,18.0,2500.0,Under 15 Min,80.0,99,Islamabad
2179,Dr. Mamoona Batool,Dentist,BDS,8.0,1000.0,15 - 30 Min,6.0,100,Islamabad
2180,Assoc. Prof. Dr. Sobia Siddique,Dentist,MBBS,20.0,1500.0,Under 15 Min,49.0,100,Islamabad
2181,Dr. Azka Anum,Dentist,BDS,20.0,500.0,15 - 30 Min,596.0,100,Islamabad
2182,Dr. Shehryar Akhtar,Dentist,MBBS,5.0,1000.0,Under 15 Min,39.0,100,Islamabad
2183,Dr. Aimen Zafar,Dentist,MBBS,2.0,1000.0,15 - 30 Min,4.0,100,Islamabad
2184,Dr. Asiya Ayaz,Dentist,BDS,5.0,1000.0,Under 15 Min,247.0,98,Islamabad
2185,Dr. Iqra Abbasi,Dentist,MBBS,5.0,2000.0,15 - 30 Min,596.0,98,Islamabad
2186,Dr. Saqba Hassan,Dentist,MBBS,10.0,1500.0,Under 15 Min,32.0,97,Islamabad
2187,Dr. Nabiya Shahroz,Dentist,MBBS,8.0,1500.0,Under 15 Min,2.0,100,Islamabad
2188,Dr. Brig ( R ) Amina Abbas Mirza,Dentist,BDS,8.0,2500.0,15 - 30 Min,596.0,100,Islamabad
2189,Dr. Hamza Ulfat,Dentist,BDS,14.0,2000.0,Under 15 Min,29.0,100,Islamabad
2190,Dr. Alveena Shahab,Dentist,MBBS,9.0,1500.0,15 - 30 Min,2.0,100,Islamabad
2191,Dr. Ali Haider,Dentist,MBBS,3.0,1000.0,Under 15 Min,37.0,100,Islamabad
2192,Dr. Warda Arif,Dentist,MBBS,10.0,1000.0,15 - 30 Min,40.0,80,Islamabad
2193,Dr. Mahrukh khan,Dentist,BDS,3.0,1000.0,Under 15 Min,7.0,86,Islamabad
2194,Dr. Muneeba Hameed,Dentist,BDS,5.0,1000.0,15 - 30 Min,12.0,90,Islamabad
2195,Dr. Nigam Sattar Khan,Dentist,BDS,10.0,1000.0,Under 15 Min,7.0,100,Islamabad
2196,Dr. Sajal Hajra,Dentist,BDS,14.0,2000.0,Under 15 Min,30.0,100,Islamabad
2197,Dr. Aleena Tariq,Dentist,MBBS,5.0,1500.0,Under 15 Min,11.0,90,Islamabad
2198,Dr. Iqra Shabbir,Dentist,MBBS,7.0,1000.0,Under 15 Min,448.0,100,Islamabad
2199,Dr. Hannia Khan,Dentist,MBBS,7.0,700.0,15 - 30 Min,596.0,100,Islamabad
2200,Dr. Khawar Masood Khan,Dentist,BDS,35.0,2000.0,Under 15 Min,147.0,98,Islamabad
2201,Dr. Shahnawaz Ahmed,Dentist,BDS,13.0,1000.0,Under 15 Min,719.0,99,Islamabad
2202,Dr. Faizan Hussain Qureshi,Dentist,BDS,13.0,1500.0,15 - 30 Min,596.0,99,Islamabad
2203,Assoc. Prof. Dr. Aamir Ghafoor,Dentist,BDS,13.0,1500.0,15 - 30 Min,596.0,99,Islamabad
2204,Dr. Ayesha Yousaf,Dentist,MBBS,13.0,1000.0,15 - 30 Min,596.0,99,Islamabad
2205,Dr. Kaynaat,Dentist,BDS RDS,2.0,500.0,15 - 30 Min,4.0,100,Islamabad
2206,Dr. Sohail Sajjad,Dentist,BDS,9.0,1000.0,Under 15 Min,26.0,100,Islamabad
2207,Dr. Rahemeen Aman,Dentist,MBBS,9.0,1000.0,15 - 30 Min,596.0,100,Islamabad
2208,Dr. Danya Abbasi,Dentist,MBBS,6.0,2000.0,Under 15 Min,30.0,100,Islamabad
2209,Dr. Wafa Abdi,Dentist,MBBS,6.0,1500.0,Under 15 Min,26.0,96,Islamabad
2210,Dr. Baria Zareef,Dentist,MBBS,3.0,1000.0,15 - 30 Min,83.0,100,Islamabad
2211,Dr. Ali Shahbaz,Dentist,BDS,3.0,2000.0,15 - 30 Min,596.0,100,Islamabad
2212,Dr. Faheem Ahmed,Dentist,MBBS,8.0,1000.0,Under 15 Min,26.0,100,Islamabad
2213,Dr. Amenah Masood,Dentist,MBBS,6.0,1000.0,30 - 45 Min,1.0,100,Islamabad
2214,Dr. Shumaila Basit,Dentist,MBBS,10.0,1200.0,Under 15 Min,74.0,99,Islamabad
2215,Dr. Maliha Mumtaz,Dentist,MBBS,8.0,1500.0,Under 15 Min,20.0,100,Islamabad
2216,Dr. Abdul Rehman,Dentist,MBBS,32.0,1000.0,Under 15 Min,64.0,100,Islamabad
2217,Dr. Sidra Saleem,Dentist,MBBS,2.0,2500.0,15 - 30 Min,4.0,100,Islamabad
2218,Dr. Sardar Muhammad Saad,Dentist,MBBS,9.0,2500.0,Under 15 Min,4.0,100,Islamabad
2219,Dr. Sara Khalid,Dentist,BDS,9.0,1200.0,15 - 30 Min,596.0,100,Islamabad
2220,Dr. Amna Riaz,Dentist,MBBS,15.0,2500.0,Under 15 Min,20.0,100,Islamabad
2221,Dr. Saad Saud Farooqui,Dentist,MBBS,8.0,2000.0,Under 15 Min,47.0,98,Islamabad
2222,Dr. Abdul Manan,Dentist,BDS,15.0,1500.0,Under 15 Min,14.0,100,Islamabad
2223,Dr. Muhammad Nabeel,Dentist,MBBS,15.0,500.0,15 - 30 Min,12.0,100,Islamabad
2224,Dr. Shahroz Sajjad,Dentist,BDS,15.0,1500.0,15 - 30 Min,596.0,100,Islamabad
2225,Assist. Prof. Dr. Anam Cheema,Dentist,BDS,15.0,2000.0,Under 15 Min,170.0,96,Islamabad
2226,Dr. Noor Ul Ayen,Dentist,MBBS,2.0,1000.0,Under 15 Min,2.0,100,Islamabad
2227,Dr. Hamza Adeel,Dentist,MBBS,2.0,700.0,Under 15 Min,3.0,67,Islamabad
2228,Dr. Muhammad Saleem Sharif,Dentist,BDS,12.0,1000.0,Under 15 Min,31.0,97,Islamabad
2229,Dr.  Bakhtawar Yaqoob,Dentist,BDS,2.0,1000.0,Under 15 Min,9.0,88,Islamabad
2230,Dr. Sara Khan,Dentist,BDS,3.0,1000.0,Under 15 Min,12.0,92,Islamabad
2231,Dr. Amna Shuja,Dentist,BDS,3.0,1000.0,15 - 30 Min,596.0,92,Islamabad
2232,Dr. Saeed Mustafa,Dentist,BDS,10.0,1000.0,Under 15 Min,68.0,98,Islamabad
2233,Dr. Sadaf Imran,Dentist,BDS,10.0,1000.0,15 - 30 Min,596.0,98,Islamabad
2234,Dr. Shoaib Hameed,Dentist,BDS,8.0,1000.0,Under 15 Min,27.0,100,Islamabad
2235,Dr. Munaaf Hashim,Dentist,MBBS,14.0,1000.0,Under 15 Min,17.0,100,Islamabad
2236,Dr. Hasan Shaharyar,Dentist,MBBS,14.0,1000.0,15 - 30 Min,596.0,100,Islamabad
2237,Dr. Mariam Shaikh,Dentist,MBBS,6.0,1000.0,Under 15 Min,10.0,100,Islamabad
2238,Col. (R) Dr. Naveed Arshad Khokhar,Dentist,BDS,30.0,1000.0,Under 15 Min,17.0,93,Islamabad
2239,Dr. Kiran Rasheed,Dentist,MBBS,15.0,1000.0,Under 15 Min,3.0,50,Islamabad
2240,Dr. Umair Farrukh,Dentist,BDS,15.0,1000.0,15 - 30 Min,596.0,50,Islamabad
2241,Prof. Dr. Shahzeb Patoli,Dentist,MBBS,14.0,1000.0,Under 15 Min,27.0,100,Islamabad
2242,Dr. Muhammad Usman Azam,Dentist,BDS,7.0,1000.0,Under 15 Min,10.0,100,Islamabad
2243,Dr. Sadaf Shameem,Dentist,MBBS,4.0,1000.0,Under 15 Min,10.0,100,Islamabad
2244,Dr. Farrukh Ijaz Raja,Dentist,MBBS,40.0,1000.0,Under 15 Min,7.0,100,Islamabad
2245,Dr. Bushra Ashfaq,Dentist,BDS,5.0,1000.0,Under 15 Min,11.0,100,Islamabad
2246,Dr. Ali Subhani,Dentist,MBBS,1.0,1000.0,Under 15 Min,20.0,100,Islamabad
2247,Dr. Touseef Tahir,Dentist,BDS,3.0,1000.0,Under 15 Min,13.0,100,Islamabad
2248,Dr. Anika Anis Gul,Dentist,MBBS,4.0,1000.0,Under 15 Min,5.0,100,Islamabad
2249,Dr. Syed Salman Hashmi,Dentist,MBBS,4.0,1000.0,15 - 30 Min,596.0,100,Islamabad
2250,Dr. Palwasha Bangash,Dentist,MBBS,6.0,1000.0,15 - 30 Min,4.0,100,Islamabad
2251,Dr. Saima Shafiq,Dentist,BDS,2.0,1000.0,Under 15 Min,2.0,100,Islamabad
2252,Dr. Kamil Imran Khattak,Dentist,MBBS,3.0,1000.0,Under 15 Min,3.0,100,Islamabad
2253,Dr. Osama Khatak,Dentist,BDS,18.0,1000.0,Under 15 Min,1.0,100,Islamabad
2254,Dr. Muhammad Talha,Dentist,MBBS,5.0,1000.0,Under 15 Min,6.0,75,Islamabad
2255,Dr. Muhammad Omar Niaz,Dentist,BDS,5.0,1000.0,15 - 30 Min,596.0,75,Islamabad
2256,Prof. Dr. Attiya Shaikh,Dentist,BDS,23.0,2000.0,Under 15 Min,733.0,96,Karachi
2257,Dr. Amena Tahir,Dentist,BDS,8.0,1000.0,Under 15 Min,270.0,100,Karachi
2258,Dr. Syed Akbar Abbas Zaidi,Dentist,MBBS,6.0,1500.0,Under 15 Min,5.0,100,Karachi
2259,Assoc. Prof. Dr. Ashar Afaq,Dentist,MBBS,16.0,1000.0,Under 15 Min,322.0,99,Karachi
2260,Dr. Yamna Aijaz,Dentist,BDS,16.0,1000.0,15 - 30 Min,596.0,99,Karachi
2261,Dr. Noor Jahan Maher,Dentist,MBBS,30.0,2000.0,15 - 30 Min,23.0,100,Karachi
2262,Dr. Zeeshan Faiz,Dentist,MBBS,19.0,1000.0,Under 15 Min,278.0,99,Karachi
2263,Dr. Ovais Ahmed,Dentist,BDS,14.0,1000.0,Under 15 Min,131.0,98,Karachi
2264,Dr. Saqib Kaleem,Dentist,MBBS,11.0,700.0,Under 15 Min,118.0,99,Karachi
2265,Prof. Dr. Attiya Shaikh,Dentist,BDS,23.0,2000.0,Under 15 Min,733.0,96,Karachi
2266,Dr. Amena Tahir,Dentist,BDS,8.0,1000.0,Under 15 Min,270.0,100,Karachi
2267,Dr. Syed Akbar Abbas Zaidi,Dentist,MBBS,6.0,1500.0,Under 15 Min,5.0,100,Karachi
2268,Assoc. Prof. Dr. Ashar Afaq,Dentist,MBBS,16.0,1000.0,Under 15 Min,322.0,99,Karachi
2269,Dr. Yamna Aijaz,Dentist,BDS,16.0,1000.0,15 - 30 Min,596.0,99,Karachi
2270,Dr. Noor Jahan Maher,Dentist,MBBS,30.0,2000.0,15 - 30 Min,23.0,100,Karachi
2271,Dr. Zeeshan Faiz,Dentist,MBBS,19.0,1000.0,Under 15 Min,278.0,99,Karachi
2272,Dr. Ovais Ahmed,Dentist,BDS,14.0,1000.0,Under 15 Min,131.0,98,Karachi
2273,Dr. Saqib Kaleem,Dentist,MBBS,11.0,700.0,Under 15 Min,118.0,99,Karachi
2274,Dr. Aimen Zia,Dentist,MBBS,10.0,1000.0,Under 15 Min,518.0,98,Karachi
2275,Dr. Attaullah,Dentist,BDS,10.0,1000.0,15 - 30 Min,596.0,98,Karachi
2276,Dr. Saba Nasim,Dentist,MBBS,10.0,1000.0,15 - 30 Min,5.0,100,Karachi
2277,Dr. Niha Shaikh,Dentist,BDS,10.0,1000.0,15 - 30 Min,596.0,100,Karachi
2278,Dr. Joham Gul,Dentist,BDS,7.0,1000.0,Under 15 Min,2.0,100,Karachi
2279,Prof. Dr. Zahid Iqbal,Dentist,BDS,16.0,1000.0,Under 15 Min,12.0,91,Karachi
2280,Dr. Muhammad Hamza Ghazi,Dentist,BDS,5.0,1000.0,15 - 30 Min,9.0,100,Karachi
2281,Dr. Zain Ahmed Farooqui,Dentist,MBBS,5.0,1000.0,15 - 30 Min,5.0,100,Karachi
2282,Dr. Talal Bin Taheer,Dentist,MBBS,11.0,1000.0,Under 15 Min,81.0,100,Karachi
2283,Dr. Mehboob-ul-Haq,Dentist,BDS,11.0,2000.0,Under 15 Min,134.0,97,Karachi
2284,Dr. Hiba Naeem Khan,Dentist,MBBS,4.0,1500.0,Under 15 Min,169.0,100,Karachi
2285,Dr. Nida Kamal,Dentist,MBBS,5.0,700.0,Under 15 Min,60.0,100,Karachi
2286,Dr. Iqbal Khaldi,Dentist,MBBS,30.0,1000.0,Under 15 Min,21.0,100,Karachi
2287,Dr. Talha Bin Saeed,Dentist,BDS,13.0,1250.0,Under 15 Min,22.0,100,Karachi
2288,Dr. Wajiha Fatima,Dentist,MBBS,5.0,1000.0,Under 15 Min,6.0,100,Karachi
2289,Dr. M. Waqar Basathia,Dentist,MBBS,7.0,1000.0,Under 15 Min,2.0,100,Karachi
2290,Dr. Asad Badami,Dentist,MBBS,5.0,1000.0,Under 15 Min,2.0,100,Karachi
2291,Dr. Rafey Ahmad Jameel,Dentist,MBBS,19.0,1000.0,Under 15 Min,210.0,100,Karachi
2292,Dr. Sajia Mansoor,Dentist,MBBS,3.0,600.0,Under 15 Min,15.0,100,Karachi
2293,Dr. Kaleem Hidayat,Dentist,BDS,7.0,3000.0,Under 15 Min,2.0,100,Karachi
2294,Prof. Dr. Anwar Ali,Dentist,BDS,32.0,1500.0,Under 15 Min,157.0,99,Karachi
2295,Dr. Sunny Kumar,Dentist,MBBS,2.0,1000.0,Under 15 Min,163.0,100,Karachi
2296,Dr. Huda Adil,Dentist,MBBS,2.0,600.0,Under 15 Min,6.0,100,Karachi
2297,Dr. Nighat Perveen,Dentist,BDS,6.0,1500.0,Under 15 Min,4.0,100,Karachi
2298,Dr. Saqib Haqqi,Dentist,MBBS,19.0,1000.0,15 - 30 Min,6.0,100,Karachi
2299,Prof. Dr. Navid Rashid Qureshi,Dentist,RCS,27.0,2500.0,Under 15 Min,12.0,100,Karachi
2300,Prof. Dr. Muhammad Nadeem,Dentist,BDS,14.0,2500.0,Under 15 Min,96.0,97,Karachi
2301,Dr. Sharique Nazir,Dentist,BDS,14.0,4000.0,15 - 30 Min,596.0,97,Karachi
2302,Dr. Qurat Ul Ain Saham,Dentist,MBBS,5.0,300.0,Under 15 Min,26.0,100,Karachi
2303,Dr. Osman Ahmed Soorma,Dentist,MBBS,7.0,600.0,Under 15 Min,320.0,94,Karachi
2304,Dr. Abid Noor,Dentist,BDS,20.0,1000.0,Under 15 Min,297.0,98,Karachi
2305,Dr. Mohsin Raza,Dentist,BDS,11.0,600.0,15 - 30 Min,2.0,100,Karachi
2306,Dr. Haris Mirza,Dentist,MBBS,11.0,500.0,15 - 30 Min,596.0,100,Karachi
2307,Assist. Prof. Dr. Hasan Afaq Zaidi,Dentist,BDS,12.0,1500.0,Under 15 Min,2.0,100,Karachi
2308,Dr. Sadaf Jamil,Dentist,MBBS,3.0,1000.0,Under 15 Min,175.0,100,Karachi
2309,Dr. Muhammad Hammad,Dentist,MBBS,11.0,500.0,Under 15 Min,19.0,95,Karachi
2310,Dr. Maryam Rafique,Dentist,BDS,11.0,3500.0,15 - 30 Min,596.0,95,Karachi
2311,Dr. Siddiqua Fatima Manekia,Dentist,BDS,7.0,1250.0,15 - 30 Min,8.0,100,Karachi
2312,Dr. Fatima Zahid,Dentist,BDS,3.0,700.0,15 - 30 Min,2.0,100,Karachi
2313,Dr. Maham Imtiaz,Dentist,MBBS,4.0,1000.0,Under 15 Min,214.0,98,Karachi
2314,Dr. Aqeel Un Nisa,Dentist,MBBS,22.0,350.0,Under 15 Min,17.0,100,Karachi
2315,Dr. Ashti Sajeel,Dentist,MBBS,6.0,1000.0,15 - 30 Min,10.0,100,Karachi
2316,Dr. Sheroz Humayun,Dentist,MBBS,6.0,1000.0,15 - 30 Min,596.0,100,Karachi
2317,Dr. Romisa Rasool,Dentist,MBBS,8.0,700.0,Under 15 Min,7.0,100,Karachi
2318,Dr. Sarfaraz Mirbaher,Dentist,MBBS,8.0,1000.0,15 - 30 Min,596.0,100,Karachi
2319,Dr. Sadaf Shakoor,Dentist,BDS,18.0,3000.0,15 - 30 Min,2.0,100,Karachi
2320,Dr. Abdullah Arfeen,Dentist,BDS,13.0,500.0,Under 15 Min,20.0,100,Karachi
2321,Dr. Aqsa Khawar,Dentist,MBBS,8.0,1000.0,Under 15 Min,70.0,94,Karachi
2322,Dr. Kanza Hanan Ishaq,Dentist,MBBS,6.0,1000.0,Under 15 Min,19.0,100,Karachi
2323,Dr. Layla Mansoor,Dentist,BDS,10.0,1000.0,15 - 30 Min,5.0,100,Karachi
