,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
1241,Prof. Dr. Arif Herekar,Neurologist,MBBS,37.0,3500.0,Under 15 Min,1971.0,96,Karachi
1242,Dr. Fowzia Siddiqui,Neurologist,MBBS,26.0,1000.0,15 - 30 Min,128.0,99,Karachi
1243,Dr. Ameet Kumar,Neurologist,MBBS,7.0,1000.0,Under 15 Min,73.0,99,Karachi
1244,Dr. Dileep Kumar,Neurologist,MBBS,15.0,2000.0,Under 15 Min,500.0,100,Karachi
1245,Dr. Afreen Zubair,Neurologist,MBBS,6.0,1000.0,Under 15 Min,53.0,100,Karachi
1246,Dr. Muhammad Hassan Shaikh,Neurologist,MBBS,8.0,2000.0,Under 15 Min,48.0,100,Karachi
1247,Assist. Prof. Dr. Junaid Ahmed Shaikh,Neurologist,MBBS,10.0,1000.0,30 - 45 Min,91.0,96,Karachi
1248,Dr. Faizan Memon,Neurologist,MBBS,7.0,1500.0,Under 15 Min,10.0,100,Karachi
1249,Dr. Atif Saeed Anjum,Neurologist,.B.B.S.,24.0,3000.0,30 - 45 Min,126.0,98,Karachi
1250,Dr. Aijaz Ali,Neurologist,MBBS,10.0,2000.0,Under 15 Min,216.0,93,Karachi
1251,Dr. Shakil Ahmad,Neurologist,MBBS,30.0,1500.0,15 - 30 Min,834.0,97,Karachi
1252,Dr. Muhammad Rizwan Sheikh,Neurologist,MBBS,18.0,1500.0,Under 15 Min,513.0,98,Karachi
1253,Assoc. Prof. Dr. Muhammad Hazim Yousuf Brohi,Neurologist,MBBS,25.0,3000.0,Under 15 Min,34.0,95,Karachi
1254,Dr. Mohsina Syed,Neurologist,MBBS,8.0,1000.0,Under 15 Min,216.0,99,Karachi
1255,Dr. Aziz B. Sonawalla,Neurologist,MBBS,30.0,1000.0,15 - 30 Min,53.0,100,Karachi
1256,Dr. Ubaid Ahmed Khanzada,Neurologist,MBBS,13.0,1000.0,15 - 30 Min,60.0,93,Karachi
1257,Dr. Qurat Ul Ain,Neurologist,MBBS,7.0,1000.0,15 - 30 Min,127.0,100,Karachi
1258,Dr. Aftab Ahmed Leghari,Neurologist,MBBS,15.0,1000.0,Under 15 Min,212.0,97,Karachi
1259,Dr. Jai Perkash,Neurologist,MBBS,8.0,1000.0,Under 15 Min,378.0,99,Karachi
1260,Dr. S. Saba Zaidi,Neurologist,MBBS,10.0,1000.0,Under 15 Min,185.0,100,Karachi
1261,Dr. Jay Sing Rana,Neurologist,MBBS,8.0,1000.0,Under 15 Min,202.0,99,Karachi
1262,Dr. Samar Altaf,Neurologist,MBBS,7.0,1000.0,15 - 30 Min,45.0,94,Karachi
1263,Dr. Muhammad Shahid Mustafa,Neurologist,MBBS,31.0,1000.0,Under 15 Min,223.0,98,Karachi
1264,Dr. Sadia Khan,Neurologist,MBBS,20.0,1000.0,Under 15 Min,26.0,100,Karachi
1265,Dr. Santosh Kumar Pamnani,Neurologist,MBBS,19.0,1000.0,Under 15 Min,57.0,100,Karachi
1266,Dr. Anila Umar,Neurologist,MBBS,10.0,1000.0,Under 15 Min,187.0,95,Karachi
1267,Dr. Wasim Akhtar,Neurologist,MBBS,18.0,1000.0,Under 15 Min,52.0,95,Karachi
1268,Dr. M. Farooq Khan,Neurologist,MBBS,36.0,1000.0,15 - 30 Min,234.0,97,Karachi
1269,Assoc. Prof. Dr. Bashir Ahmed Soomro,Neurologist,MBBS,21.0,1000.0,15 - 30 Min,7.0,100,Karachi
1270,Dr. Saima Jawaed,Neurologist,MBBS,21.0,1000.0,Under 15 Min,75.0,98,Karachi
1271,Dr. Syed Muhammad Atique,Neurologist,MBBS,21.0,1000.0,15 - 30 Min,596.0,98,Karachi
1272,Dr. Zafar Ullah,Neurologist,MBBS,18.0,1000.0,Under 15 Min,71.0,83,Karachi
1273,Dr. Asad Akram Faruki,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1274,Dr. Rajesh Kumar Khatri,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1275,Dr. Qamar un Nisa,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1276,Asst. Prof. Dr. Abdul Malik,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1277,Dr. Sarfaraz Ahmed,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1278,Dr. Ashfaq A Sharif,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1279,Dr. Azra Zafar,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1280,Assoc. Prof. Dr. Bhojo Asumal Khealani,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1281,Dr. Farrukh Shahab Khan,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1282,Dr. Feeroza Saleem Jessani,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1283,Dr. Khalid Sher,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1284,Prof Dr. Mohammad Abdullah,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1285,Dr. Mohammad Amjad Khan,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1286,Dr. Mohammad Wasay,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1287,Dr. Mubashira Hashmi,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1288,Dr. Nabila Soomro,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1289,Dr. Nadeem Memon,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1290,Dr. Naveeduddin Ahmed,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1291,Dr. Qasim Ahmed,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1292,Dr. Saad Shafqat,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1293,Dr. Sarwar Jamil Siddiqui,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1294,Dr. Ayeesha Kamran Kamal,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1295,Dr. Nadeem A. Memon,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1296,Dr. Naila Naeem Shahbaz,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1297,Dr. Yahya Khan,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1298,Dr. Ambreen Iqrar,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1299,Dr. Shaista Siddiqi,Neurologist,FCPS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1300,Dr. Syed Najam Zamir,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1301,Dr. Munawar Ali,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1302,Dr. Mohan Lal,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1303,Dr. Umar Farooq,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1304,Dr. Saeed Akhter,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1305,Dr. Mohan Lal,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1306,Dr. Sher Khan Junejo,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1307,Dr. Abdul Latif,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1308,Dr. Jamshed Alam But,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1309,Dr. Lateef Sonijo,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1310,Dr. Nadir Ali Syed,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1311,Dr. Abid Nasir,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1312,Dr. Ali Khan,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1313,Assist. Prof. Dr. Naveed Uddin Ahmed,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1314,Dr. Syed Ahmed Asif,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1315,Prof. Dr. Shaukat Ali,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1316,Dr. Zarine R. Mogal,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1317,Dr. M.L Chellani,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1318,Dr. Ali Jan,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1319,Dr. Latif Mian,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1320,Dr. Shazia Jatoi,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1321,Dr. Nadeem Memon,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1322,Dr. Shaista Anwar Siddiqui,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1323,Dr. Farah Minhas,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1324,Dr. Syed Waseem Akhter,Neurologist,MBBS,18.0,1000.0,15 - 30 Min,596.0,83,Karachi
1325,Prof. Brig. (R) Dr. Anwar Ul Haq,ENT Specialist,MBBS,33.0,3000.0,15 - 30 Min,2898.0,98,Lahore
1326,Prof. Dr. Ayub Ahmad Khan,ENT Specialist,MBBS,35.0,3000.0,Under 15 Min,962.0,98,Lahore
1327,Dr. Zubair Ahmed,ENT Specialist,MBBS,10.0,1500.0,Under 15 Min,648.0,100,Lahore
1328,Assoc. Prof. Dr. Bakht Aziz,ENT Specialist,MBBS,16.0,2000.0,15 - 30 Min,4765.0,99,Lahore
1329,Dr. Mohammad Ali Raza,ENT Specialist,MBBS,13.0,2000.0,Under 15 Min,92.0,98,Lahore
1330,Prof. Dr. Farrukh Mehmood,ENT Specialist,MBBS,34.0,4000.0,15 - 30 Min,659.0,97,Lahore
1331,Prof. Dr. Babar Hussain Khan,ENT Specialist,MBBS,28.0,3000.0,Under 15 Min,286.0,99,Lahore
1332,Brig. (R) Dr. Zubair Ahmed,ENT Specialist,MBBS(KE),30.0,3500.0,15 - 30 Min,778.0,98,Lahore
1333,Prof. Dr. Muhammad Riaz Chaudhary,ENT Specialist,MBBS,32.0,2000.0,Under 15 Min,810.0,97,Lahore
1334,Dr. Mohammad Qamar Nasir,ENT Specialist,MBBS,8.0,3000.0,Under 15 Min,391.0,99,Lahore
1335,Dr. Maqsood Ahmad,ENT Specialist,MBBS,19.0,1500.0,Under 15 Min,545.0,98,Lahore
1336,Dr. Syed Qasim Ali Jafri,ENT Specialist,MBBS,10.0,2000.0,Under 15 Min,110.0,100,Lahore
1337,Prof. Dr. Rizwan Akbar Bajwa,ENT Specialist,MBBS,15.0,4000.0,Under 15 Min,264.0,100,Lahore
1338,Dr. Muhammad Ali,ENT Specialist,MBBS,20.0,3000.0,Under 15 Min,91.0,93,Lahore
1339,Dr. Ijaz Nazir,ENT Specialist,MBBS,30.0,2000.0,Under 15 Min,29.0,93,Lahore
1340,Dr. Ziad Jamil,ENT Specialist,MBBS,7.0,1000.0,Under 15 Min,1516.0,100,Lahore
1341,Dr. Dawood Saleem,ENT Specialist,MBBS,12.0,1500.0,Under 15 Min,456.0,100,Lahore
1342,Dr. Shahid Ghafoor Malik,ENT Specialist,MBBS,12.0,2000.0,Under 15 Min,145.0,99,Lahore
1343,Brig (R). Prof. Dr. Z.M. Raahat,ENT Specialist,MBBS,37.0,2500.0,Under 15 Min,529.0,96,Lahore
1344,Dr. Ali Nasir,ENT Specialist,MBBS,10.0,2000.0,15 - 30 Min,74.0,100,Lahore
1345,Dr. Ali Akhtar,ENT Specialist,MBBS,8.0,1200.0,Under 15 Min,110.0,98,Lahore
1346,Dr. Moazzam Ali,ENT Specialist,MBBS,10.0,1000.0,Under 15 Min,653.0,98,Lahore
1347,Dr. Sohail Saqlain,ENT Specialist,MBBS,38.0,2500.0,Under 15 Min,587.0,99,Lahore
1348,Assoc. Prof. Dr. Najaf Abbas,ENT Specialist,MBBS,16.0,1500.0,Under 15 Min,676.0,99,Lahore
1349,Dr. Faisal Rafiq,ENT Specialist,MBBS,15.0,3000.0,15 - 30 Min,6.0,100,Lahore
1350,Prof. Dr. Athar Adnan Uppal,ENT Specialist,MBBS,20.0,2000.0,Under 15 Min,402.0,99,Lahore
1351,Dr. Abdul Shakoor,ENT Specialist,MBBS,10.0,1000.0,Under 15 Min,53.0,98,Lahore
1352,Dr. Muhammad Atiq U Rehman,ENT Specialist,MBBS,13.0,3000.0,Under 15 Min,63.0,100,Lahore
1353,Dr. Shoukat Ali,ENT Specialist,MBBS,43.0,5000.0,Under 15 Min,8.0,100,Lahore
1354,Assist. Prof. Dr. Muhammad Umair Wahab,ENT Specialist,MBBS,10.0,2000.0,Under 15 Min,212.0,98,Lahore
1355,Dr. Nasir Riaz,ENT Specialist,MBBS,10.0,2000.0,Under 15 Min,628.0,100,Lahore
1356,Dr. Saira Zaman,ENT Specialist,MBBS,14.0,4000.0,Under 15 Min,283.0,99,Lahore
1357,Prof. Dr. Imran Saeed,ENT Specialist,MBBS,20.0,3500.0,Under 15 Min,359.0,99,Lahore
1358,Assist. Prof. Dr. Waqas Javaid Cheema,ENT Specialist,F.C.P.S (ENT),16.0,2000.0,Under 15 Min,484.0,99,Lahore
1359,Assist. Prof. Dr. Mujahid Ali,ENT Specialist,MBBS,4.0,2500.0,Under 15 Min,30.0,93,Lahore
1360,Prof. Dr. Zafar Iqbal,ENT Specialist,MBBS,20.0,3000.0,Under 15 Min,532.0,99,Lahore
1361,Dr. Arshad Ullah Afridi,ENT Specialist,MBBS,12.0,2300.0,15 - 30 Min,58.0,97,Lahore
1362,Prof. Dr. Shiraz Aslam,ENT Specialist,MBBS,32.0,2000.0,Under 15 Min,402.0,97,Lahore
1363,Assist. Prof. Dr. Tarique Ali Sheikh,ENT Specialist,MBBS,15.0,2000.0,15 - 30 Min,757.0,98,Lahore
1364,Prof. Dr. Muhammad Arif Tarar,ENT Specialist,MBBS,35.0,3000.0,15 - 30 Min,222.0,97,Lahore
1365,Assist. Prof. Dr. Syed Muzahir Hussain,ENT Specialist,MBBS,34.0,1500.0,15 - 30 Min,597.0,99,Lahore
1366,Assoc. Prof. Dr. Muhammad Mubarak Ali,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,239.0,98,Lahore
1367,Dr. Tahir Ayub,ENT Specialist,MBBS,20.0,1000.0,15 - 30 Min,13.0,100,Lahore
1368,Assist. Prof. Dr. Muhammad Awais Amin,ENT Specialist,MBBS,15.0,1000.0,Under 15 Min,555.0,99,Lahore
1369,Dr. Muhammad Naeem,ENT Specialist,MBBS,22.0,1000.0,Under 15 Min,20.0,95,Lahore
1370,Dr. Muhammad Ilyas,ENT Specialist,MBBS,13.0,1000.0,Under 15 Min,107.0,98,Lahore
1371,Dr. Muaaz Ahmed,ENT Specialist,MBBS,11.0,1000.0,Under 15 Min,103.0,100,Lahore
1372,Prof. Dr. Irshad Malik,ENT Specialist,MBBS,15.0,1000.0,Under 15 Min,396.0,100,Lahore
1373,Dr. Sana Nadeem,ENT Specialist,MBBS,10.0,1000.0,15 - 30 Min,40.0,100,Lahore
1374,Dr. Samar Zehra,ENT Specialist,MBBS,11.0,1000.0,Under 15 Min,106.0,100,Lahore
1375,Assist. Prof. Dr. Mazhar Iftikhar,ENT Specialist,MBBS,13.0,1000.0,Under 15 Min,47.0,100,Lahore
1376,Prof. Dr. Muhammad Saeed Gohar,ENT Specialist,MBBS,26.0,1000.0,Under 15 Min,174.0,97,Lahore
1377,Dr. Babur Riaz,ENT Specialist,MBBS,16.0,1000.0,Under 15 Min,18.0,100,Lahore
1378,Prof. Dr. Sami Mumtaz,ENT Specialist,MBBS,25.0,1000.0,Under 15 Min,366.0,99,Lahore
1379,Dr. Kamran Chaudhry,ENT Specialist,MBBS,26.0,1000.0,Under 15 Min,58.0,98,Lahore
1380,Prof. Dr. Muhammad Amjad,ENT Specialist,MBBS,32.0,1000.0,Under 15 Min,148.0,95,Lahore
1381,Prof. Dr. Taimoor Latif Malik,ENT Specialist,MBBS,20.0,1000.0,Under 15 Min,31.0,96,Lahore
1382,Dr. Muhammad Iqbal,ENT Specialist,MBBS,26.0,1000.0,Under 15 Min,44.0,100,Lahore
1383,Dr. Abdul Saeed Khan,ENT Specialist,MBBS,13.0,1000.0,15 - 30 Min,78.0,95,Lahore
1384,Dr. Javaid Iqbal,ENT Specialist,MBBS,12.0,1000.0,Under 15 Min,78.0,98,Lahore
1385,Dr. Damish Arsalan,ENT Specialist,MBBS,11.0,1000.0,Under 15 Min,43.0,98,Lahore
1386,Prof. Dr. M. Rashid Zia,ENT Specialist,MBBS,24.0,1000.0,15 - 30 Min,75.0,95,Lahore
1387,Prof. Dr. Tahir Rashid,ENT Specialist,MBBS,33.0,1000.0,Under 15 Min,84.0,95,Lahore
1388,Dr. Tariq Abbasi,ENT Specialist,MBBS,3.0,1000.0,Under 15 Min,5.0,83,Lahore
1389,Dr. Maj. (R) Mohammad Khalid,ENT Specialist,MBBS,41.0,1000.0,Under 15 Min,67.0,97,Lahore
1390,Dr. Muhammad Awais Samee,ENT Specialist,MBBS,9.0,1000.0,15 - 30 Min,35.0,100,Lahore
1391,Dr. Khurshid Alam,ENT Specialist,MBBS,30.0,1000.0,15 - 30 Min,608.0,98,Lahore
1392,Dr. Ayesha Shafi,ENT Specialist,MBBS,15.0,1000.0,Under 15 Min,16.0,100,Lahore
1393,Dr. Waseem Mohammad Amin,ENT Specialist,M.D,17.0,1000.0,15 - 30 Min,45.0,96,Lahore
1394,Prof. Dr. Ahmad Rohail,ENT Specialist,MBBS,29.0,1000.0,Under 15 Min,70.0,98,Lahore
1395,Dr. Ahmed Hassan,ENT Specialist,MBBS,7.0,1000.0,Under 15 Min,6.0,100,Lahore
1396,Dr. Israr Ahmed,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1397,Dr.  Khurshid Anwar Mian,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1398,Dr. Javed Iqbal,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1399,Prof. Dr. Talat Mehmood,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1400,Dr. Nokhbat Ullah Awan,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1401,Dr. Ahmad Shakeel Rizvi,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1402,Dr. Tahir Hussain,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1403,Dr. Ehsan Ali,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1404,Dr. Ihsan Ali,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1405,Dr. Qazi Ahsan Azeem,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1406,Dr. Kashif Iqbal Malik,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1407,Dr. Sarfraz Latif,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1408,Dr. Muhammad Ishaque,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1409,Prof. Dr. Muhammad Tariq,ENT Specialist,FRCS DLO (England) MHA,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1410,Prof. Dr. Muhammad Mujeeb,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1411,Dr. Ghulam Murtaza,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1412,Dr. Khalid Munir Cheema,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Lahore
1413,Assist. Prof. Dr. Mohibullah Mushwani,ENT Specialist,MBBS,14.0,800.0,Under 15 Min,1038.0,99,Islamabad
1414,Dr. Malik Jawad Faisal,ENT Specialist,MBBS,22.0,3000.0,Under 15 Min,211.0,98,Islamabad
1415,Dr. Nasheed Baig,ENT Specialist,MBBS,17.0,2200.0,Under 15 Min,1357.0,99,Islamabad
1416,Assist. Prof. Dr. Farhan Ahmed,ENT Specialist,MBBS,13.0,2000.0,Under 15 Min,147.0,98,Islamabad
1417,Dr. Nawal Khurshid,ENT Specialist,MBBS,5.0,3000.0,15 - 30 Min,7.0,100,Islamabad
1418,Dr. Jamshed Bin Saeed,ENT Specialist,MBBS,32.0,3000.0,Under 15 Min,104.0,100,Islamabad
1419,Dr. Junaid Shahzad,ENT Specialist,MBBS,12.0,1200.0,Under 15 Min,2557.0,99,Islamabad
1420,Dr. Saifullah Khan,ENT Specialist,MBBS,15.0,2500.0,Under 15 Min,149.0,100,Islamabad
1421,Dr. Ansab Hasnain,ENT Specialist,MBBS,9.0,3000.0,15 - 30 Min,6.0,100,Islamabad
1422,Dr. Humaiza Taj,ENT Specialist,MBBS,4.0,2500.0,Under 15 Min,33.0,97,Islamabad
1423,Assist. Prof. Dr. Tahir Muhammad,ENT Specialist,MBBS,8.0,3000.0,15 - 30 Min,151.0,99,Islamabad
1424,Dr. Muhammad Tariq,ENT Specialist,MBBS,30.0,2000.0,Under 15 Min,384.0,97,Islamabad
1425,Dr. Nida Riaz,ENT Specialist,MBBS,9.0,1800.0,Under 15 Min,794.0,100,Islamabad
1426,Dr. Mehwash Sadaqat,ENT Specialist,MBBS,9.0,2500.0,15 - 30 Min,596.0,100,Islamabad
1427,Dr. Riaz Khan,ENT Specialist,MBBS,28.0,1000.0,Under 15 Min,188.0,98,Islamabad
1428,Assist Prof. Dr. Haitham Akash,ENT Specialist,MBBS,6.0,2000.0,15 - 30 Min,4.0,100,Islamabad
1429,Dr. Namra Asif,ENT Specialist,MBBS,4.0,1200.0,Under 15 Min,24.0,100,Islamabad
1430,Dr. Muhammad Ali,ENT Specialist,MBBS,8.0,2800.0,Under 15 Min,104.0,99,Islamabad
1431,Dr. Abid Niazi,ENT Specialist,MBBS,4.0,1000.0,Under 15 Min,89.0,95,Islamabad
1432,Dr. Sarim Hashmat Lodhi,ENT Specialist,MBBS,28.0,1000.0,Under 15 Min,255.0,99,Islamabad
1433,Dr. M. Umar Orakzai,ENT Specialist,MBBS,18.0,2500.0,Under 15 Min,248.0,97,Islamabad
1434,Dr. Muhammad Yasir Khan,ENT Specialist,MBBS,23.0,2000.0,Under 15 Min,198.0,99,Islamabad
1435,Dr. Ismail Younis Hamdan Matar,ENT Specialist,MBBS,12.0,2500.0,Under 15 Min,260.0,97,Islamabad
1436,Dr. Azmat Ullah Khan,ENT Specialist,MBBS,22.0,2000.0,15 - 30 Min,13.0,94,Islamabad
1437,Dr. Ghulam Saqlain,ENT Specialist,MBBS,20.0,1500.0,Under 15 Min,24.0,100,Islamabad
1438,Dr. Mumtaz Ahmad Umar,ENT Specialist,MBBS,19.0,2000.0,Under 15 Min,332.0,99,Islamabad
1439,Assoc. Prof. Dr. Riffat Rehman,ENT Specialist,MBBS,12.0,2500.0,Under 15 Min,4.0,75,Islamabad
1440,Dr. Muhammad Imran Malik,ENT Specialist,MBBS,6.0,1000.0,Under 15 Min,261.0,100,Islamabad
1441,Dr. Iftikhar Aslam,ENT Specialist,MBBS,27.0,1000.0,Under 15 Min,114.0,95,Islamabad
1442,Dr. Akhtar Zaman,ENT Specialist,MBBS,17.0,1000.0,Under 15 Min,102.0,99,Islamabad
1443,Dr. Arslan Akhtar,ENT Specialist,MBBS,10.0,1000.0,Under 15 Min,59.0,94,Islamabad
1444,Dr. Altaf Hussain,ENT Specialist,MBBS,28.0,1000.0,15 - 30 Min,10.0,60,Islamabad
1445,Dr. Wajih Ud Din Shinwari,ENT Specialist,MBBS,10.0,1000.0,Under 15 Min,141.0,97,Islamabad
1446,Prof. Dr. Amer Sabih Hydri,ENT Specialist,MBBS,29.0,1000.0,Under 15 Min,2303.0,99,Islamabad
1447,A. Professor Dr. Ashar Alamgir,ENT Specialist,MBBS,15.0,1000.0,15 - 30 Min,28.0,89,Islamabad
1448,Dr. Tallat Najeeb,ENT Specialist,MBBS,30.0,1000.0,Under 15 Min,148.0,99,Islamabad
1449,Dr. Muhammad Aslam Khan,ENT Specialist,MBBS,30.0,1000.0,15 - 30 Min,596.0,99,Islamabad
1450,Dr. Ishaq Qureshi,ENT Specialist,MBBS,30.0,1000.0,15 - 30 Min,2.0,99,Islamabad
1451,Dr. Sadaf Raffat Mustafa,ENT Specialist,MBBS,7.0,1000.0,Under 15 Min,10.0,100,Islamabad
1452,Dr. Haidar Sharif,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,4.0,100,Islamabad
1453,Dr. Wajahat Ullah Bangash,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1454,Dr. Amir Akbar,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1455,Dr. Feroze Ahmed,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1456,Dr. Muhammad Amin,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1457,Dr. M. Sarwar Chaudhary,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1458,Prof Dr. Mohammad Zafar Rabbani,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1459,Dr. Munir Amjad Baig,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1460,Dr. Zulfiqar Ali,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1461,Dr. Asad Qayyum,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1462,Dr. Muhammad Jawad Zafar,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1463,Dr. Ghulam Saqulain,ENT Specialist,FCPS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1464,Dr. Muhammad Riaz Akram,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1465,Dr. M. Musharaf Baig,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1466,Dr. Col. Asad Qayoom,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1467,Dr. Wajahat Tanveer,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1468,Dr. A. Z. Marwat,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1469,Dr. Tahir Ahmed,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1470,Dr. Jawad Ahmad,ENT Specialist,MBBS,7.0,1000.0,15 - 30 Min,596.0,100,Islamabad
